STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2014-Q2,,101.341,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2017-Q2,,2.263333,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2017-Q2,,103.9562,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2017-Q2,,-0.3299729,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2017-Q2,,153214,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2017-Q2,,99.97056,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2017-Q2,,75.44643,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2017-Q2,,81384.66,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2017-Q2,,98.51552,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2017-Q2,,100.3223,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2010-Q1,,91.05698,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2010-Q1,,65766,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2010-Q1,,62.66724,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2010-Q1,,70.8996,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2010-Q1,,72824,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2010-Q1,,102.2664,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2010-Q1,,88.89188,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),Q,Quarterly,2010-Q1,,17.26829,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2010-Q1,,-1.388492,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2010-Q1,,66.7289,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2019-Q3,,107.5906,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2019-Q3,,108.2747,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2019-Q3,,101.5491,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2019-Q3,,2.103333,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2019-Q3,,109.0153,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2019-Q3,,74208.34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2018-Q3,,99.06103,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2018-Q3,,111.7509,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2018-Q3,,2.64094,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2018-Q3,,119.4551,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2018-Q3,,0.4284792,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2018-Q3,,70.7336,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2018-Q3,,155888.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2018-Q3,,101.5078,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2021-Q3,,121.5188,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2021-Q3,,98.89897,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2021-Q3,,0.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2021-Q3,,115.3834,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2021-Q3,,72058.66,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),Q,Quarterly,2014-Q4,,-5.639746,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2014-Q4,,63.25879,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2014-Q4,,1.248028,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2014-Q4,,99.62661,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2014-Q4,,102.5184,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2014-Q4,,68.52843,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2014-Q4,,2.28,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2014-Q4,,98.71983,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2010-Q3,,88.98185,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2010-Q3,,104.3295,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),Q,Quarterly,2010-Q3,,4.249514,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2010-Q3,,0.9418444,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2010-Q3,,66.72519,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2010-Q3,,0.8546723,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2010-Q3,,73.89882,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2014-Q3,,0.1266667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2014-Q3,,100.9875,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2014-Q3,,2.496667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2014-Q3,,98.42248,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2010-Q3,,1.175609,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2010-Q3,,92.08369,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2010-Q3,,91.75803,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2010-Q3,,0.3366667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2010-Q3,,94.24918,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2010-Q3,,2.786667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2010-Q3,,91.46552,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2009-Q2,,0.6166667,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2009-Q2,,86.13048,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2009-Q2,,1.821329,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2009-Q2,,66456.34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2021-Q3,,74.62965,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2021-Q3,,81228.34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2021-Q3,,5.335693,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2021-Q3,,107.5561,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2021-Q3,,115.446,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2021-Q3,,148.974,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2022-Q4,,12.09223,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2022-Q4,,71.39342,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2022-Q4,,158788,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2022-Q4,,99.32848,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2022-Q4,,76.36993,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2022-Q4,,84665.34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2022-Q4,,4.273334,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2020-Q2,,109.8316,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2020-Q2,,4.855586,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2020-Q2,,62.39495,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2020-Q2,,137554,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2020-Q2,,84.03979,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",IDX2015,2015=100,Q,Quarterly,2022-Q2,,120.818,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,AGRWTH,Annual growth rate (%),Q,Quarterly,2022-Q2,,11.70079,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,PC_WKGPOP,% of working age population,Q,Quarterly,2022-Q2,,71.2747,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,TOT,Total,THND_PER,Thousand persons,Q,Quarterly,2022-Q2,,158112.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2022-Q2,,100.1433,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2017-Q4,,72121.34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,AGRWTH,Annual growth rate (%),Q,Quarterly,2017-Q4,,7.554349,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,PC_WKGPOP,% of working age population,Q,Quarterly,2017-Q4,,65.11263,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,LTINT,Long-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2017-Q4,,2.37,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT_FOODENRG,"Total less food, less energy",AGRWTH,Annual growth rate (%),Q,Quarterly,2017-Q4,,1.753527,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2017-Q4,,104.051,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,TOT,Total,IDX2015,2015=100,Q,Quarterly,2017-Q4,,100.3545,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2023-Q2,,5.133333,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2023-Q2,,3.974292,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2023-Q2,,124.7819,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2023-Q2,,128.3451,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2023-Q2,,173.3939,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,WOMEN,Women,THND_PER,Thousand persons,Q,Quarterly,2023-Q2,,75393,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2023-Q3,,76.39954,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2023-Q3,,85539.34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2023-Q3,,3.51429,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2023-Q3,,125.3068,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,IDX2015,2015=100,Q,Quarterly,2023-Q3,,129.4571,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2023-Q3,,178.8567,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2019-Q4,,98.38406,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2019-Q4,,76.67728,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2019-Q4,,83900.66,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2019-Q4,,99.85775,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2019-Q4,,1.803333,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2019-Q4,,2.032914,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,CONSTR,Construction,IDX2015,2015=100,Q,Quarterly,2019-Q4,,130.4484,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,INDPROD,Industrial production,MFG,Manufacturing,IDX2015,2015=100,Q,Quarterly,2017-Q4,,100.4371,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,PC_WKGPOP,% of working age population,Q,Quarterly,2017-Q4,,75.61589,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,EMP,Employment rate,MEN,Men,THND_PER,Thousand persons,Q,Quarterly,2017-Q4,,81651,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),ENRG,Energy,IDX2015,2015=100,Q,Quarterly,2017-Q4,,102.3963,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),FOOD,Food,IDX2015,2015=100,Q,Quarterly,2017-Q4,,98.5792,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,STINT,Short-term interest rates,TOT,Total,PC_PA,% per annum,Q,Quarterly,2017-Q4,,1.373333,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,USA,United States,CPI,Inflation (CPI),TOT,Total,AGRWTH,Annual growth rate (%),Q,Quarterly,2017-Q4,,2.117558,,A,,,,,,,
